"snippet","data_ref","x","y","bar","bar_moment"
"g'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:54:13:14",259.173,12.736,"",""
"f'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:54:17:18",262.175,12.736,"",""
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:54:21:22",265.903,12.736,"",""
"g'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:55:1:2",270.094,12.736,13.0,"12"
"f'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:55:5:6",274.616,12.736,"",""
"f'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:55:12:13",280.445,12.736,"",""
"f'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:55:16:17",282.874,12.736,"",""
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:55:20:21",285.303,12.736,"",""
"d'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:56:1:2",289.494,12.736,14.0,"13"
"d'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:56:5:6",293.124,12.736,"",""
"d'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:56:9:10",298.2,12.736,"",""
"d'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:56:13:14",303.012,12.736,"",""
"c'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:56:17:18",307.252,12.736,"",""
"d'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:56:21:22",311.551,12.736,"",""
"f'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:57:1:2",315.742,12.736,15.0,"14"
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:57:5:6",319.461,12.736,"",""
"g'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:57:12:13",325.29,12.736,"",""
"g'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:57:16:17",328.992,12.736,"",""
"f'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:57:20:21",334.342,12.736,"",""
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:58:1:2",339.18,12.736,16.0,"15"
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:58:5:6",343.018,12.736,"",""
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:58:9:10",347.488,12.736,"",""
"c''","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:58:13:14",351.865,12.736,"",""
"c''","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:58:18:19",355.004,12.736,"",""
"c''","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:58:23:24",359.585,12.736,"",""
"b'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:58:28:29",364.474,12.736,"",""
"c''","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:58:32:33",367.715,12.736,"",""
"d''","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:59:1:2",371.906,12.736,17.0,"16"
