"snippet","data_ref","x","y","bar","bar_moment"
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM282_SelaluKuRasakan/GPM282_SelaluKuRasakan_ly_data.ily:48:36:37",176.146,12.736,"",""
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM282_SelaluKuRasakan/GPM282_SelaluKuRasakan_ly_data.ily:48:42:43",180.835,12.736,15.0,"43/4"
"d'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM282_SelaluKuRasakan/GPM282_SelaluKuRasakan_ly_data.ily:48:46:47",185.297,12.736,"",""
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM282_SelaluKuRasakan/GPM282_SelaluKuRasakan_ly_data.ily:48:50:51",188.658,12.736,"",""
"f'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM282_SelaluKuRasakan/GPM282_SelaluKuRasakan_ly_data.ily:48:56:57",193.346,12.736,16.0,"23/2"
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM282_SelaluKuRasakan/GPM282_SelaluKuRasakan_ly_data.ily:49:4:5",198.922,12.736,"",""
"c''","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM282_SelaluKuRasakan/GPM282_SelaluKuRasakan_ly_data.ily:49:10:11",203.61,12.736,17.0,"49/4"
"c''","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM282_SelaluKuRasakan/GPM282_SelaluKuRasakan_ly_data.ily:49:15:16",206.766,12.736,"",""
"c''","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM282_SelaluKuRasakan/GPM282_SelaluKuRasakan_ly_data.ily:49:20:21",211.842,12.736,"",""
"bes'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM282_SelaluKuRasakan/GPM282_SelaluKuRasakan_ly_data.ily:49:25:26",216.688,12.736,"",""
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM282_SelaluKuRasakan/GPM282_SelaluKuRasakan_ly_data.ily:49:33:34",221.133,12.736,18.0,"13"
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM282_SelaluKuRasakan/GPM282_SelaluKuRasakan_ly_data.ily:49:37:38",225.518,12.736,"",""
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM282_SelaluKuRasakan/GPM282_SelaluKuRasakan_ly_data.ily:49:41:42",230.902,12.736,"",""
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM282_SelaluKuRasakan/GPM282_SelaluKuRasakan_ly_data.ily:49:47:48",235.59,12.736,19.0,"55/4"
"g'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM282_SelaluKuRasakan/GPM282_SelaluKuRasakan_ly_data.ily:49:51:52",238.763,12.736,"",""
"f'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM282_SelaluKuRasakan/GPM282_SelaluKuRasakan_ly_data.ily:49:55:56",242.004,12.736,"",""
"g'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM282_SelaluKuRasakan/GPM282_SelaluKuRasakan_ly_data.ily:49:61:62",246.693,12.736,20.0,"29/2"
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM282_SelaluKuRasakan/GPM282_SelaluKuRasakan_ly_data.ily:50:4:5",252.268,12.736,"",""
