"snippet","data_ref","x","y","tied_data_refs"
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:57:10:11",237.739,15.289,""
"gis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:57:14:15",240.168,15.289,""
"fis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:57:20:21",243.478,15.289,""
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:57:26:27",247.086,15.289,""
"fis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:57:30:31",249.515,15.289,""
"gis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:57:36:37",252.227,15.289,""
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:57:44:45",256.419,15.289,""
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:57:51:52",265.368,15.289,""
"dis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:57:55:56",269.019,15.289,""
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:57:61:62",272.901,15.289,""
"fis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:58:2:3",277.091,15.289,""
"fis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:58:8:9",280.72,15.289,""
"fis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:58:15:16",286.27,15.289,""
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:58:21:22",289.358,15.289,""
"fis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:58:25:26",292.795,15.289,""
"gis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:58:33:34",296.986,15.289,""
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:58:42:43",305.935,15.289,""
"fis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:58:46:47",309.945,15.289,""
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:58:52:53",314.065,15.289,""
"cis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:59:2:3",318.256,15.289,""
"b","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:59:8:9",322.564,15.289,""
"cis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:59:11:12",325.891,15.289,""
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:59:17:18",329.567,15.289,""
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:59:21:22",331.996,15.289,""
"cis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:59:26:27",337.546,15.289,""
"b","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:59:34:35",341.736,15.289,""
"gis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:59:37:38",344.166,15.289,""
"gis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:59:43:44",347.262,15.289,""
"fis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:59:49:50",349.691,15.289,""
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:59:55:56",352.915,15.289,""
"gis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:59:68:69",357.544,15.289,""
"gis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:59:74:75",360.973,15.289,""
"gis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:60:2:3",365.164,15.289,""
"fis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:60:8:9",368.793,15.289,""
"gis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:60:14:15",372.452,15.289,""
"fis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:60:20:21",376.103,15.289,""
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:60:26:27",380.138,15.289,""
"fis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:60:30:31",383.362,15.289,""
"gis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:60:38:39",387.553,15.289,""
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:60:47:48",396.503,15.289,""
"fis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:60:51:52",398.976,15.289,""
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:60:57:58",402.789,15.289,""
"cis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:61:2:3",406.979,15.289,""
"cis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:61:8:9",409.408,15.289,""
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:61:14:15",413.758,15.289,""
