"snippet","data_ref","x","y","bar","bar_moment"
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM095_BintangDiTimur/GPM095_BintangDiTimur_ly_data.ily:57:32:33",260.005,15.289,"",""
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM095_BintangDiTimur/GPM095_BintangDiTimur_ly_data.ily:57:36:37",264.74,15.289,"",""
"fis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM095_BintangDiTimur/GPM095_BintangDiTimur_ly_data.ily:57:40:41",269.065,15.289,"",""
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM095_BintangDiTimur/GPM095_BintangDiTimur_ly_data.ily:57:48:49",273.256,15.289,24.0,"23/2"
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM095_BintangDiTimur/GPM095_BintangDiTimur_ly_data.ily:58:2:3",281.926,15.289,25.0,"12"
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM095_BintangDiTimur/GPM095_BintangDiTimur_ly_data.ily:58:6:7",285.555,15.289,"",""
"b'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM095_BintangDiTimur/GPM095_BintangDiTimur_ly_data.ily:58:10:11",288.873,15.289,"",""
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM095_BintangDiTimur/GPM095_BintangDiTimur_ly_data.ily:58:16:17",293.787,15.289,26.0,"25/2"
"fis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM095_BintangDiTimur/GPM095_BintangDiTimur_ly_data.ily:58:20:21",298.428,15.289,"",""
"b'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM095_BintangDiTimur/GPM095_BintangDiTimur_ly_data.ily:58:28:29",303.819,15.289,27.0,"13"
"b'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM095_BintangDiTimur/GPM095_BintangDiTimur_ly_data.ily:58:32:33",307.179,15.289,"",""
"b'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM095_BintangDiTimur/GPM095_BintangDiTimur_ly_data.ily:58:36:37",310.839,15.289,"",""
"b'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM095_BintangDiTimur/GPM095_BintangDiTimur_ly_data.ily:58:40:41",313.636,15.289,"",""
"d''","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM095_BintangDiTimur/GPM095_BintangDiTimur_ly_data.ily:58:46:47",317.827,15.289,28.0,"27/2"
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM095_BintangDiTimur/GPM095_BintangDiTimur_ly_data.ily:59:2:3",326.496,15.289,29.0,"14"
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM095_BintangDiTimur/GPM095_BintangDiTimur_ly_data.ily:59:6:7",328.925,15.289,"",""
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM095_BintangDiTimur/GPM095_BintangDiTimur_ly_data.ily:59:10:11",331.354,15.289,"",""
"b'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM095_BintangDiTimur/GPM095_BintangDiTimur_ly_data.ily:59:14:15",334.305,15.289,"",""
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM095_BintangDiTimur/GPM095_BintangDiTimur_ly_data.ily:59:20:21",338.496,15.289,30.0,"29/2"
"fis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM095_BintangDiTimur/GPM095_BintangDiTimur_ly_data.ily:59:24:25",343.0,15.289,"",""
"fis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM095_BintangDiTimur/GPM095_BintangDiTimur_ly_data.ily:59:30:31",348.759,15.289,"",""
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM095_BintangDiTimur/GPM095_BintangDiTimur_ly_data.ily:59:36:37",353.785,15.289,"",""
"d'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM095_BintangDiTimur/GPM095_BintangDiTimur_ly_data.ily:59:42:43",357.975,15.289,31.0,"15"
"d'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM095_BintangDiTimur/GPM095_BintangDiTimur_ly_data.ily:59:46:47",361.604,15.289,"",""
"d'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM095_BintangDiTimur/GPM095_BintangDiTimur_ly_data.ily:59:54:55",366.995,15.289,32.0,"31/2"
